Round,Price 1,Quantity 1,Profit 1,Price 2,Quantity 2,Profit 2
79,7.5,790.00000000079,4345.000000004345,8.9,370.00000000037,1813.000000001813
80,7.6,770.0000000007701,4312.000000004312,8.9,380.00000000037994,1862.0000000018617
81,7.5,780.0000000007801,4290.000000004291,8.8,390.0000000003899,1872.0000000018717
82,8.0,680.0000000006802,4080.000000004081,8.8,440.00000000043985,2112.0000000021114
83,7.6,770.0000000007701,4312.000000004312,8.9,380.00000000037994,1862.0000000018617
84,7.5,790.00000000079,4345.000000004345,8.9,370.00000000037,1813.000000001813
85,7.6,760.0000000007602,4256.000000004257,8.8,400.00000000039984,1920.0000000019195
86,7.5,790.00000000079,4345.000000004345,8.9,370.00000000037,1813.000000001813
87,7.5,780.0000000007801,4290.000000004291,8.8,390.0000000003899,1872.0000000018717
88,7.5,790.00000000079,4345.000000004345,8.9,370.00000000037,1813.000000001813
89,7.6,770.0000000007701,4312.000000004312,8.9,380.00000000037994,1862.0000000018617
90,7.7,740.0000000007401,4218.000000004219,8.8,410.0000000004099,1968.0000000019677
91,7.4,800.0000000008002,4320.000000004322,8.8,380.0000000003798,1824.0000000018235
92,7.6,750.00000000075,4200.0000000042,8.7,420.00000000042013,1974.0000000019743
93,7.5,770.0000000007699,4235.000000004235,8.7,410.0000000004102,1927.0000000019277
94,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
95,7.4,790.00000000079,4266.000000004266,8.7,400.0000000004002,1880.0000000018806
96,7.5,770.0000000007699,4235.000000004235,8.7,410.0000000004102,1927.0000000019277
97,7.7,720.00000000072,4104.000000004104,8.6,450.0000000004501,2070.00000000207
98,7.5,780.0000000007801,4290.000000004291,8.8,390.0000000003899,1872.0000000018717
99,7.8,710.00000000071,4118.000000004117,8.7,440.00000000044014,2068.000000002068
100,7.5,780.0000000007801,4290.000000004291,8.8,390.0000000003899,1872.0000000018717
101,8.0,690.0000000006901,4140.00000000414,8.9,420.00000000041996,2058.0000000020577
102,8.0,680.0000000006802,4080.000000004081,8.8,440.00000000043985,2112.0000000021114
103,8.0,670.0000000006701,4020.0000000040204,8.7,460.00000000046015,2162.0000000021623
104,8.0,680.0000000006802,4080.000000004081,8.8,440.00000000043985,2112.0000000021114
105,8.0,690.0000000006901,4140.00000000414,8.9,420.00000000041996,2058.0000000020577
106,8.0,680.0000000006802,4080.000000004081,8.8,440.00000000043985,2112.0000000021114
107,8.0,690.0000000006901,4140.00000000414,8.9,420.00000000041996,2058.0000000020577
108,8.0,680.0000000006802,4080.000000004081,8.8,440.00000000043985,2112.0000000021114
109,7.9,710.00000000071,4189.000000004189,8.9,410.00000000041,2009.0000000020093
110,7.6,740.0000000007401,4144.000000004145,8.6,440.00000000044,2024.0000000020239
111,7.7,730.00000000073,4161.000000004161,8.7,430.0000000004302,2021.0000000020216
112,7.8,710.00000000071,4118.000000004117,8.7,440.00000000044014,2068.000000002068
113,7.7,740.0000000007401,4218.000000004219,8.8,410.0000000004099,1968.0000000019677
114,7.6,750.00000000075,4200.0000000042,8.7,420.00000000042013,1974.0000000019743
115,7.5,750.0000000007499,4125.000000004125,8.5,450.0000000004502,2025.000000002026
116,7.7,720.00000000072,4104.000000004104,8.6,450.0000000004501,2070.00000000207
117,7.8,690.0000000006901,4002.0000000040022,8.5,480.00000000048016,2160.0000000021605
118,7.9,680.00000000068,4012.0000000040122,8.6,470.0000000004701,2162.0000000021623
119,7.7,710.00000000071,4047.000000004047,8.5,470.0000000004702,2115.000000002116
120,7.8,700.0000000007001,4060.0000000040604,8.6,460.00000000046003,2116.000000002116
121,8.0,670.0000000006701,4020.0000000040204,8.7,460.00000000046015,2162.0000000021623
122,8.0,670.0000000006701,4020.0000000040204,8.7,460.00000000046015,2162.0000000021623
123,7.8,720.0000000007202,4176.000000004177,8.8,420.00000000041985,2016.0000000020157
124,7.9,700.0000000007001,4130.000000004131,8.8,430.0000000004299,2064.0000000020636
125,7.9,680.00000000068,4012.0000000040122,8.6,470.0000000004701,2162.0000000021623
126,7.8,690.0000000006901,4002.0000000040022,8.5,480.00000000048016,2160.0000000021605
127,7.7,740.0000000007401,4218.000000004219,8.8,410.0000000004099,1968.0000000019677
128,7.8,690.0000000006901,4002.0000000040022,8.5,480.00000000048016,2160.0000000021605
129,7.7,720.00000000072,4104.000000004104,8.6,450.0000000004501,2070.00000000207
130,7.8,690.0000000006901,4002.0000000040022,8.5,480.00000000048016,2160.0000000021605
131,7.7,720.00000000072,4104.000000004104,8.6,450.0000000004501,2070.00000000207
132,7.6,730.00000000073,4088.0000000040877,8.5,460.00000000046015,2070.0000000020705
133,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
134,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
135,7.6,750.00000000075,4200.0000000042,8.7,420.00000000042013,1974.0000000019743
136,7.5,750.0000000007499,4125.000000004125,8.5,450.0000000004502,2025.000000002026
137,7.7,730.00000000073,4161.000000004161,8.7,430.0000000004302,2021.0000000020216
138,7.5,770.0000000007699,4235.000000004235,8.7,410.0000000004102,1927.0000000019277
139,7.6,740.0000000007401,4144.000000004145,8.6,440.00000000044,2024.0000000020239
140,7.6,740.0000000007401,4144.000000004145,8.6,440.00000000044,2024.0000000020239
141,8.0,660.0000000006601,3960.0000000039604,8.6,480.00000000048004,2208.000000002208
142,7.7,700.0000000007,3990.00000000399,8.4,490.0000000004901,2156.0000000021564
143,7.5,790.00000000079,4345.000000004345,8.9,370.00000000037,1813.000000001813
144,7.6,730.00000000073,4088.0000000040877,8.5,460.00000000046015,2070.0000000020705
145,7.6,730.00000000073,4088.0000000040877,8.5,460.00000000046015,2070.0000000020705
146,7.9,660.00000000066,3894.000000003894,8.4,510.0000000005101,2244.0000000022446
147,7.4,800.0000000008002,4320.000000004322,8.8,380.0000000003798,1824.0000000018235
148,7.4,800.0000000008002,4320.000000004322,8.8,380.0000000003798,1824.0000000018235
149,7.5,780.0000000007801,4290.000000004291,8.8,390.0000000003899,1872.0000000018717
150,7.4,790.00000000079,4266.000000004266,8.7,400.0000000004002,1880.0000000018806
151,7.5,750.0000000007499,4125.000000004125,8.5,450.0000000004502,2025.000000002026
152,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
153,7.6,740.0000000007401,4144.000000004145,8.6,440.00000000044,2024.0000000020239
154,7.8,690.0000000006901,4002.0000000040022,8.5,480.00000000048016,2160.0000000021605
155,7.7,700.0000000007,3990.00000000399,8.4,490.0000000004901,2156.0000000021564
156,7.6,710.0000000007101,3976.0000000039763,8.3,500.00000000049994,2150.00000000215
157,7.5,740.00000000074,4070.00000000407,8.4,470.0000000004701,2068.0000000020686
158,7.5,750.0000000007499,4125.000000004125,8.5,450.0000000004502,2025.000000002026
159,7.4,760.0000000007601,4104.000000004105,8.4,460.00000000046003,2024.0000000020243
160,7.5,750.0000000007499,4125.000000004125,8.5,450.0000000004502,2025.000000002026
161,7.6,720.0000000007201,4032.0000000040322,8.4,480.00000000048004,2112.0000000021123
162,7.5,730.00000000073,4015.000000004015,8.3,490.00000000049,2107.0000000021073
163,7.7,720.00000000072,4104.000000004104,8.6,450.0000000004501,2070.00000000207
164,7.8,680.0000000006801,3944.0000000039445,8.4,500.00000000050005,2200.0000000022005
165,7.4,760.0000000007601,4104.000000004105,8.4,460.00000000046003,2024.0000000020243
166,7.7,730.00000000073,4161.000000004161,8.7,430.0000000004302,2021.0000000020216
167,7.7,720.00000000072,4104.000000004104,8.6,450.0000000004501,2070.00000000207
168,7.7,720.00000000072,4104.000000004104,8.6,450.0000000004501,2070.00000000207
169,7.5,770.0000000007699,4235.000000004235,8.7,410.0000000004102,1927.0000000019277
170,7.8,690.0000000006901,4002.0000000040022,8.5,480.00000000048016,2160.0000000021605
171,7.4,790.00000000079,4266.000000004266,8.7,400.0000000004002,1880.0000000018806
172,7.6,760.0000000007602,4256.000000004257,8.8,400.00000000039984,1920.0000000019195
173,7.5,740.00000000074,4070.00000000407,8.4,470.0000000004701,2068.0000000020686
174,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
175,7.5,750.0000000007499,4125.000000004125,8.5,450.0000000004502,2025.000000002026
176,7.4,800.0000000008002,4320.000000004322,8.8,380.0000000003798,1824.0000000018235
177,7.5,790.00000000079,4345.000000004345,8.9,370.00000000037,1813.000000001813
178,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
179,7.6,730.00000000073,4088.0000000040877,8.5,460.00000000046015,2070.0000000020705
180,7.6,740.0000000007401,4144.000000004145,8.6,440.00000000044,2024.0000000020239
181,7.5,750.0000000007499,4125.000000004125,8.5,450.0000000004502,2025.000000002026
182,7.8,710.00000000071,4118.000000004117,8.7,440.00000000044014,2068.000000002068
183,7.9,670.00000000067,3953.000000003953,8.5,490.0000000004902,2205.000000002206
184,7.5,750.0000000007499,4125.000000004125,8.5,450.0000000004502,2025.000000002026
185,7.6,730.00000000073,4088.0000000040877,8.5,460.00000000046015,2070.0000000020705
186,7.7,710.00000000071,4047.000000004047,8.5,470.0000000004702,2115.000000002116
187,7.4,800.0000000008002,4320.000000004322,8.8,380.0000000003798,1824.0000000018235
188,7.2,810.00000000081,4212.000000004212,8.5,420.00000000042013,1890.0000000018906
189,7.7,720.00000000072,4104.000000004104,8.6,450.0000000004501,2070.00000000207
190,7.7,720.00000000072,4104.000000004104,8.6,450.0000000004501,2070.00000000207
191,7.3,810.0000000008101,4293.000000004294,8.7,390.0000000003901,1833.0000000018333
192,7.5,770.0000000007699,4235.000000004235,8.7,410.0000000004102,1927.0000000019277
193,7.4,790.00000000079,4266.000000004266,8.7,400.0000000004002,1880.0000000018806
194,7.3,810.0000000008101,4293.000000004294,8.7,390.0000000003901,1833.0000000018333
195,7.4,810.0000000008101,4374.000000004375,8.9,360.00000000035993,1764.0000000017637
196,7.6,750.00000000075,4200.0000000042,8.7,420.00000000042013,1974.0000000019743
197,7.4,800.0000000008002,4320.000000004322,8.8,380.0000000003798,1824.0000000018235
198,7.5,780.0000000007801,4290.000000004291,8.8,390.0000000003899,1872.0000000018717
199,7.5,780.0000000007801,4290.000000004291,8.8,390.0000000003899,1872.0000000018717
200,7.3,790.0000000007901,4187.000000004187,8.5,430.0000000004301,1935.0000000019354
201,7.6,740.0000000007401,4144.000000004145,8.6,440.00000000044,2024.0000000020239
202,7.4,780.0000000007801,4212.000000004213,8.6,420.0000000004201,1932.0000000019322
203,7.5,770.0000000007699,4235.000000004235,8.7,410.0000000004102,1927.0000000019277
204,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
205,7.5,780.0000000007801,4290.000000004291,8.8,390.0000000003899,1872.0000000018717
206,7.5,770.0000000007699,4235.000000004235,8.7,410.0000000004102,1927.0000000019277
207,7.4,770.00000000077,4158.000000004158,8.5,440.00000000044014,1980.0000000019807
208,7.8,730.0000000007301,4234.000000004235,8.9,400.00000000039995,1960.00000000196
209,7.8,720.0000000007202,4176.000000004177,8.8,420.00000000041985,2016.0000000020157
210,7.5,780.0000000007801,4290.000000004291,8.8,390.0000000003899,1872.0000000018717
211,7.7,750.00000000075,4275.0000000042755,8.9,390.00000000039,1911.000000001911
212,7.7,740.0000000007401,4218.000000004219,8.8,410.0000000004099,1968.0000000019677
213,7.5,780.0000000007801,4290.000000004291,8.8,390.0000000003899,1872.0000000018717
214,7.6,760.0000000007602,4256.000000004257,8.8,400.00000000039984,1920.0000000019195
215,7.7,720.00000000072,4104.000000004104,8.6,450.0000000004501,2070.00000000207
216,7.4,800.0000000008002,4320.000000004322,8.8,380.0000000003798,1824.0000000018235
217,7.6,750.00000000075,4200.0000000042,8.7,420.00000000042013,1974.0000000019743
218,7.4,790.00000000079,4266.000000004266,8.7,400.0000000004002,1880.0000000018806
219,7.7,730.00000000073,4161.000000004161,8.7,430.0000000004302,2021.0000000020216
220,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
221,7.4,790.00000000079,4266.000000004266,8.7,400.0000000004002,1880.0000000018806
222,7.6,730.00000000073,4088.0000000040877,8.5,460.00000000046015,2070.0000000020705
223,7.6,730.00000000073,4088.0000000040877,8.5,460.00000000046015,2070.0000000020705
224,7.6,730.00000000073,4088.0000000040877,8.5,460.00000000046015,2070.0000000020705
225,7.6,740.0000000007401,4144.000000004145,8.6,440.00000000044,2024.0000000020239
226,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
227,7.5,770.0000000007699,4235.000000004235,8.7,410.0000000004102,1927.0000000019277
228,7.5,750.0000000007499,4125.000000004125,8.5,450.0000000004502,2025.000000002026
229,7.5,750.0000000007499,4125.000000004125,8.5,450.0000000004502,2025.000000002026
230,7.4,770.00000000077,4158.000000004158,8.5,440.00000000044014,1980.0000000019807
231,7.5,770.0000000007699,4235.000000004235,8.7,410.0000000004102,1927.0000000019277
232,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
233,7.5,750.0000000007499,4125.000000004125,8.5,450.0000000004502,2025.000000002026
234,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
235,7.8,690.0000000006901,4002.0000000040022,8.5,480.00000000048016,2160.0000000021605
236,7.9,680.00000000068,4012.0000000040122,8.6,470.0000000004701,2162.0000000021623
237,7.5,780.0000000007801,4290.000000004291,8.8,390.0000000003899,1872.0000000018717
238,7.8,700.0000000007001,4060.0000000040604,8.6,460.00000000046003,2116.000000002116
239,7.6,740.0000000007401,4144.000000004145,8.6,440.00000000044,2024.0000000020239
240,7.7,730.00000000073,4161.000000004161,8.7,430.0000000004302,2021.0000000020216
241,7.8,700.0000000007001,4060.0000000040604,8.6,460.00000000046003,2116.000000002116
242,7.7,720.00000000072,4104.000000004104,8.6,450.0000000004501,2070.00000000207
243,7.7,750.00000000075,4275.0000000042755,8.9,390.00000000039,1911.000000001911
244,7.4,800.0000000008002,4320.000000004322,8.8,380.0000000003798,1824.0000000018235
245,7.4,800.0000000008002,4320.000000004322,8.8,380.0000000003798,1824.0000000018235
246,7.6,760.0000000007602,4256.000000004257,8.8,400.00000000039984,1920.0000000019195
247,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
248,7.6,750.00000000075,4200.0000000042,8.7,420.00000000042013,1974.0000000019743
249,7.6,730.00000000073,4088.0000000040877,8.5,460.00000000046015,2070.0000000020705
250,7.7,730.00000000073,4161.000000004161,8.7,430.0000000004302,2021.0000000020216
251,7.6,750.00000000075,4200.0000000042,8.7,420.00000000042013,1974.0000000019743
252,7.5,770.0000000007699,4235.000000004235,8.7,410.0000000004102,1927.0000000019277
253,7.6,760.0000000007602,4256.000000004257,8.8,400.00000000039984,1920.0000000019195
254,7.7,710.00000000071,4047.000000004047,8.5,470.0000000004702,2115.000000002116
255,7.5,790.00000000079,4345.000000004345,8.9,370.00000000037,1813.000000001813
256,7.5,780.0000000007801,4290.000000004291,8.8,390.0000000003899,1872.0000000018717
257,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
258,7.5,780.0000000007801,4290.000000004291,8.8,390.0000000003899,1872.0000000018717
259,7.8,690.0000000006901,4002.0000000040022,8.5,480.00000000048016,2160.0000000021605
260,7.6,740.0000000007401,4144.000000004145,8.6,440.00000000044,2024.0000000020239
261,7.5,770.0000000007699,4235.000000004235,8.7,410.0000000004102,1927.0000000019277
262,7.9,690.00000000069,4071.000000004071,8.7,450.0000000004502,2115.0000000021155
263,7.6,760.0000000007602,4256.000000004257,8.8,400.00000000039984,1920.0000000019195
264,7.7,720.00000000072,4104.000000004104,8.6,450.0000000004501,2070.00000000207
265,7.7,720.00000000072,4104.000000004104,8.6,450.0000000004501,2070.00000000207
266,7.8,700.0000000007001,4060.0000000040604,8.6,460.00000000046003,2116.000000002116
267,7.7,740.0000000007401,4218.000000004219,8.8,410.0000000004099,1968.0000000019677
268,7.5,740.00000000074,4070.00000000407,8.4,470.0000000004701,2068.0000000020686
269,7.6,730.00000000073,4088.0000000040877,8.5,460.00000000046015,2070.0000000020705
270,7.5,740.00000000074,4070.00000000407,8.4,470.0000000004701,2068.0000000020686
271,7.7,710.00000000071,4047.000000004047,8.5,470.0000000004702,2115.000000002116
272,7.6,730.00000000073,4088.0000000040877,8.5,460.00000000046015,2070.0000000020705
273,7.8,680.0000000006801,3944.0000000039445,8.4,500.00000000050005,2200.0000000022005
274,7.6,730.00000000073,4088.0000000040877,8.5,460.00000000046015,2070.0000000020705
275,7.7,710.00000000071,4047.000000004047,8.5,470.0000000004702,2115.000000002116
276,7.7,700.0000000007,3990.00000000399,8.4,490.0000000004901,2156.0000000021564
277,7.9,670.00000000067,3953.000000003953,8.5,490.0000000004902,2205.000000002206
278,7.8,690.0000000006901,4002.0000000040022,8.5,480.00000000048016,2160.0000000021605
279,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
280,7.8,690.0000000006901,4002.0000000040022,8.5,480.00000000048016,2160.0000000021605
281,7.7,720.00000000072,4104.000000004104,8.6,450.0000000004501,2070.00000000207
282,7.7,720.00000000072,4104.000000004104,8.6,450.0000000004501,2070.00000000207
283,7.9,660.00000000066,3894.000000003894,8.4,510.0000000005101,2244.0000000022446
284,7.6,720.0000000007201,4032.0000000040322,8.4,480.00000000048004,2112.0000000021123
285,7.6,750.00000000075,4200.0000000042,8.7,420.00000000042013,1974.0000000019743
286,7.6,740.0000000007401,4144.000000004145,8.6,440.00000000044,2024.0000000020239
287,7.7,710.00000000071,4047.000000004047,8.5,470.0000000004702,2115.000000002116
288,7.7,710.00000000071,4047.000000004047,8.5,470.0000000004702,2115.000000002116
289,7.5,740.00000000074,4070.00000000407,8.4,470.0000000004701,2068.0000000020686
290,7.6,740.0000000007401,4144.000000004145,8.6,440.00000000044,2024.0000000020239
291,7.5,780.0000000007801,4290.000000004291,8.8,390.0000000003899,1872.0000000018717
292,7.6,730.00000000073,4088.0000000040877,8.5,460.00000000046015,2070.0000000020705
293,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
294,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
295,7.8,680.0000000006801,3944.0000000039445,8.4,500.00000000050005,2200.0000000022005
296,7.5,750.0000000007499,4125.000000004125,8.5,450.0000000004502,2025.000000002026
297,7.6,720.0000000007201,4032.0000000040322,8.4,480.00000000048004,2112.0000000021123
298,7.4,760.0000000007601,4104.000000004105,8.4,460.00000000046003,2024.0000000020243
299,7.7,710.00000000071,4047.000000004047,8.5,470.0000000004702,2115.000000002116
300,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
301,7.6,720.0000000007201,4032.0000000040322,8.4,480.00000000048004,2112.0000000021123
302,7.8,690.0000000006901,4002.0000000040022,8.5,480.00000000048016,2160.0000000021605
303,7.5,750.0000000007499,4125.000000004125,8.5,450.0000000004502,2025.000000002026
304,7.5,730.00000000073,4015.000000004015,8.3,490.00000000049,2107.0000000021073
305,7.4,770.00000000077,4158.000000004158,8.5,440.00000000044014,1980.0000000019807
306,7.4,760.0000000007601,4104.000000004105,8.4,460.00000000046003,2024.0000000020243
307,7.5,740.00000000074,4070.00000000407,8.4,470.0000000004701,2068.0000000020686
308,7.4,770.00000000077,4158.000000004158,8.5,440.00000000044014,1980.0000000019807
309,7.7,700.0000000007,3990.00000000399,8.4,490.0000000004901,2156.0000000021564
310,7.5,740.00000000074,4070.00000000407,8.4,470.0000000004701,2068.0000000020686
311,7.3,780.0000000007802,4134.0000000041355,8.4,450.00000000045,1980.00000000198
312,7.4,760.0000000007601,4104.000000004105,8.4,460.00000000046003,2024.0000000020243
313,7.5,750.0000000007499,4125.000000004125,8.5,450.0000000004502,2025.000000002026
314,7.5,750.0000000007499,4125.000000004125,8.5,450.0000000004502,2025.000000002026
315,7.5,750.0000000007499,4125.000000004125,8.5,450.0000000004502,2025.000000002026
316,7.4,760.0000000007601,4104.000000004105,8.4,460.00000000046003,2024.0000000020243
317,7.2,810.00000000081,4212.000000004212,8.5,420.00000000042013,1890.0000000018906
318,7.2,820.0000000008201,4264.000000004265,8.6,400.00000000040006,1840.0000000018401
319,7.4,750.0000000007501,4050.000000004051,8.3,480.00000000047993,2064.000000002064
320,7.3,790.0000000007901,4187.000000004187,8.5,430.0000000004301,1935.0000000019354
321,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
322,7.6,740.0000000007401,4144.000000004145,8.6,440.00000000044,2024.0000000020239
323,7.5,760.00000000076,4180.00000000418,8.6,430.0000000004301,1978.0000000019782
324,7.3,810.0000000008101,4293.000000004294,8.7,390.0000000003901,1833.0000000018333
325,7.5,770.0000000007699,4235.000000004235,8.7,410.0000000004102,1927.0000000019277
326,7.6,740.0000000007401,4144.000000004145,8.6,440.00000000044,2024.0000000020239
327,7.7,710.00000000071,4047.000000004047,8.5,470.0000000004702,2115.000000002116
328,7.9,700.0000000007001,4130.000000004131,8.8,430.0000000004299,2064.0000000020636
